bizesNm,indsLclsNm,indsMclsNm,adongNm,sigunguNm,sigunguDetailNm,rdnAdr
태현보석,소매,시계·귀금속 소매,수완동,광주광역시,광산구,광주광역시 광산구 수완로 60
대성각,음식,중식,계림1동,광주광역시,동구,광주광역시 동구 무등로306번길 6
고을나주곰탕,음식,한식,용봉동,광주광역시,북구,광주광역시 북구 설죽로196번길 31
한우프라자,음식,한식,석곡동,광주광역시,북구,광주광역시 북구 민주로 64
와이정보시스템,시설관리·임대,산업용품 대여,문흥1동,광주광역시,북구,광주광역시 북구 부남길 16-3
현쌤수학전문학원,교육,일반 교육,문화동,광주광역시,북구,광주광역시 북구 군왕로 335
쇼부라멘,음식,일식,신창동,광주광역시,광산구,광주광역시 광산구 장신로 261
서광상회,소매,종합 소매,사직동,광주광역시,남구,광주광역시 남구 서오층석탑길 35
크리스탈댄스스튜디오,교육,기타 교육,풍암동,광주광역시,서구,광주광역시 서구 풍암운리로11번길 12-13
폰사랑,소매,가전·통신 소매,운남동,광주광역시,광산구,광주광역시 광산구 임방울대로 142-6
큰대문집,음식,비알코올 ,동곡동,광주광역시,광산구,광주광역시 광산구 동곡로 284
태흥부동산중개인사무소,부동산,부동산 서비스,농성1동,광주광역시,서구,광주광역시 서구 상무대로1206번길 6-2
에스케이텔레콤서부Marketing본부주,과학·기술,광고,우산동,광주광역시,광산구,광주광역시 광산구 무진대로 269
광천당한약방,소매,기타 상품 소매,화정4동,광주광역시,서구,광주광역시 서구 월드컵4강로 75-1
광성세탁소,수리·개인,세탁,임동,광주광역시,북구,광주광역시 북구 경양로63번길 33
비아종합문구,소매,오락용품 소매,비아동,광주광역시,광산구,광주광역시 광산구 비아중앙로 33-1
금정청과과수원,소매,식료품 소매,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡중앙로53번길 21
으뜸사,수리·개인,세탁,농성1동,광주광역시,서구,광주광역시 서구 월산로 210
더블유패션슈즈스튜디오,교육,기타 교육,월산동,광주광역시,남구,광주광역시 남구 경열로76번길 3
코랑커피,음식,비알코올 ,신용동,광주광역시,북구,광주광역시 북구 첨단연신로107번길 45-21
러브-휴,음식,비알코올 ,중앙동,광주광역시,북구,광주광역시 북구 태봉로 32
명진정보통신,소매,가전·통신 소매,어룡동,광주광역시,광산구,광주광역시 광산구 어등대로 424
본죽&비빔밥,음식,한식,신가동,광주광역시,광산구,광주광역시 광산구 수등로 248
리파인드하야로비,소매,식료품 소매,농성1동,광주광역시,서구,광주광역시 서구 경열로 59
변호사박영국법률사무소,과학·기술,법무관련 ,충장동,광주광역시,동구,광주광역시 동구 구성로204번길 2
이병직법무사,과학·기술,법무관련 ,지산1동,광주광역시,동구,광주광역시 동구 동명로 110
신창우리들약국,소매,의약·화장품 소매,신창동,광주광역시,광산구,광주광역시 광산구 신창로 121
송학여인숙,숙박,일반 숙박,학동,광주광역시,동구,광주광역시 동구 제봉로 29-7
첨단마트에프엠마트,소매,종합 소매,첨단2동,광주광역시,광산구,광주광역시 광산구 월계로 117-32
다케어플러스,시설관리·임대,청소·방제,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡반월로16번길 23
한우방,음식,한식,학운동,광주광역시,동구,광주광역시 동구 의재로26번길 6
광주춤추는찹쌀도너츠,음식,기타 간이,충장동,광주광역시,동구,광주광역시 동구 예술길 31-1
예쁘재헤어샵,수리·개인,이용·미용,월곡2동,광주광역시,광산구,광주광역시 광산구 사암로340번안길 6-5
에스케이정비센터,수리·개인,자동차 수리·세차,서창동,광주광역시,서구,광주광역시 서구 풍서우로 170
SAE테크,수리·개인,컴퓨터 수리,광천동,광주광역시,서구,광주광역시 서구 칠성로153번길 11
은혜샵,소매,의약·화장품 소매,학운동,광주광역시,동구,광주광역시 동구 남문로 686
동경이코노미,부동산,부동산 서비스,농성1동,광주광역시,서구,광주광역시 서구 경열로17번길 9
형기네깐풍기,음식,기타 간이,신가동,광주광역시,광산구,광주광역시 광산구 수등로243번길 28-24
제일상회,소매,섬유·의복·신발 소매,충장동,광주광역시,동구,광주광역시 동구 동계천로 51-6
케이엠모터스,시설관리·임대,운송장비 대여,오치1동,광주광역시,북구,광주광역시 북구 우치로264번길 10
커민스광주,수리·개인,자동차 수리·세차,송암동,광주광역시,남구,광주광역시 남구 송암로24번나길 14-32
한마음클린,시설관리·임대,청소·방제,동림동,광주광역시,북구,광주광역시 북구 동운로52번길 73
복다방,음식,비알코올 ,학운동,광주광역시,동구,광주광역시 동구 의재로 26
굿모닝공인중개사무소,부동산,부동산 서비스,문흥1동,광주광역시,북구,광주광역시 북구 문산로 88
씨유광주엠,소매,종합 소매,서창동,광주광역시,서구,광주광역시 서구 회재유통길 78
듀오웨딩,시설관리·임대,가정용품 대여,충장동,광주광역시,동구,광주광역시 동구 제봉로 120
롯데아울렛스튜디오톰보이,소매,섬유·의복·신발 소매,풍암동,광주광역시,서구,광주광역시 서구 금화로 240
누리한식,음식,한식,상무2동,광주광역시,서구,광주광역시 서구 쌍촌로 45
다담리테일,소매,종합 소매,화정2동,광주광역시,서구,광주광역시 서구 화운로 19
다이소광주호남대점,소매,종합 소매,어룡동,광주광역시,광산구,광주광역시 광산구 어등대로 455
르미에르,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 수완로9번길 22-4
모베럴플러스,소매,애완동물·용품 소매,계림1동,광주광역시,동구,광주광역시 동구 중흥로 201
마을슈퍼,소매,종합 소매,임곡동,광주광역시,광산구,광주광역시 광산구 오룡동안길 27
아이디어안경,소매,안경·정밀기기 소매,동천동,광주광역시,서구,광주광역시 서구 유림로98번길 23
컴퓨터매니아,소매,가전·통신 소매,화정1동,광주광역시,서구,광주광역시 서구 군분2로 54
정도통신,소매,가전·통신 소매,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 43-22
여행매니아,시설관리·임대,여행사·보조,용봉동,광주광역시,북구,광주광역시 북구 문화소통로 70-1
투어비젼여행사주,시설관리·임대,여행사·보조,어룡동,광주광역시,광산구,광주광역시 광산구 상무대로 245
프라임짐,교육,기타 교육,화정4동,광주광역시,서구,광주광역시 서구 염화로57번길 3
그린카서비스,수리·개인,자동차 수리·세차,신안동,광주광역시,북구,광주광역시 북구 용봉로 56
씨유선운이지점,소매,종합 소매,어룡동,광주광역시,광산구,광주광역시 광산구 선운로20번길 48
덩킨앤떵집,음식,기타 간이,신안동,광주광역시,북구,광주광역시 북구 중흥로 88
대성세탁,수리·개인,세탁,중앙동,광주광역시,북구,광주광역시 북구 금재로36번길 51
건강피부미용실,수리·개인,이용·미용,학운동,광주광역시,동구,광주광역시 동구 의재로 59
등촌,음식,한식,효덕동,광주광역시,남구,광주광역시 남구 효우로230번길 2
공공예술연구소커먼즈COMMONS,과학·기술,전문 디자인,신안동,광주광역시,북구,광주광역시 북구 경양로97번길 26-7
선녀&나무꾼,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 수등로94번길 8-11
우산공인중개사사무소,부동산,부동산 서비스,우산동,광주광역시,광산구,광주광역시 광산구 금봉로 108
뷰티산업협회협동조합,교육,기타 교육,충장동,광주광역시,동구,광주광역시 동구 서석로 89
말바우먹거리,음식,한식,우산동,광주광역시,북구,광주광역시 북구 서방로73번길 5
WHIM[S]윔즈,음식,비알코올 ,신안동,광주광역시,북구,광주광역시 북구 자미로6번길 13
월드낚시,소매,오락용품 소매,지원2동,광주광역시,동구,광주광역시 동구 천변좌로 708
60계치킨광주,음식,기타 간이,하남동,광주광역시,광산구,광주광역시 광산구 사암로383번길 39
가도엔지니어링건축사사무소,과학·기술,기술 서비스,신창동,광주광역시,광산구,광주광역시 광산구 장신로 337
밀락원,음식,한식,충장동,광주광역시,동구,광주광역시 동구 예술길 24
광주한신포차,음식,주점,용봉동,광주광역시,북구,광주광역시 북구 용봉택지로 73
이모네오리탕,음식,한식,두암2동,광주광역시,북구,광주광역시 북구 동문대로168번길 16
준노래연습장,예술·스포츠,유원지·오락,운남동,광주광역시,광산구,광주광역시 광산구 목련로273번안길 15
모앤미라클의원,보건의료,의원,치평동,광주광역시,서구,광주광역시 서구 운천로 213
착한고기광명,소매,식료품 소매,우산동,광주광역시,북구,광주광역시 북구 서방로 79
해오름공인중개사,부동산,부동산 서비스,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로68번길 99
문쌤영어학원,교육,일반 교육,신용동,광주광역시,북구,광주광역시 북구 첨단연신로91번길 6
업소명없음,음식,주점,학운동,광주광역시,동구,광주광역시 동구 의재로 157
법무법인일이삼,과학·기술,법무관련 ,지산2동,광주광역시,동구,광주광역시 동구 지산로 74-8
부엉이돈가스광주,음식,서양식,풍암동,광주광역시,서구,광주광역시 서구 금화로 240
고려모터스,수리·개인,자동차 수리·세차,평동,광주광역시,광산구,광주광역시 광산구 동곡로 675-23
일등공인중개사사무소,부동산,부동산 서비스,송정1동,광주광역시,광산구,광주광역시 광산구 광산로 73-1
화이트크리닝,수리·개인,세탁,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡반월로 15
두승테크,소매,가전·통신 소매,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡반월로16번길 23
제이에스바우처아카데미,교육,기타 교육,상무1동,광주광역시,서구,광주광역시 서구 상일로 37
지본한의원,보건의료,의원,봉선2동,광주광역시,남구,광주광역시 남구 봉선중앙로 51
무등중고가전,소매,중고 상품 소매,백운2동,광주광역시,남구,광주광역시 남구 대남대로 268
이노프린팅,과학·기술,인쇄·제품제작,서남동,광주광역시,동구,광주광역시 동구 문화전당로 19-1
무드온,소매,섬유·의복·신발 소매,동천동,광주광역시,서구,광주광역시 서구 유림로98번길 7
더원볼링,예술·스포츠,스포츠 서비스,송정2동,광주광역시,광산구,광주광역시 광산구 송정로29번길 38
