bizesNm,indsLclsNm,indsMclsNm,sigunguNm,sigunguDetailNm,adongNm,rdnAdr,indsSclsNm,ctprvnNm,signguNm
헤어리,수리·개인,이용·미용,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로 232,미제공,미제공,미제공
한우사랑풍미정육식당,음식,한식,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 갓매산로76번길 13,미제공,미제공,미제공
다문화푸드랜드베트남,음식,동남아시아,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로 2-10,미제공,미제공,미제공
태성마라탕,음식,중식,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 팔달문로163번길 12,미제공,미제공,미제공
아우라제이미용실늘솜점,수리·개인,이용·미용,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 권선로882번길 107-60,미제공,미제공,미제공
루카스튜디오,교육,기타 교육,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 대평로 28-16,미제공,미제공,미제공
클레드패션,소매,섬유·의복·신발 소매,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 경수대로185번길 10-1,미제공,미제공,미제공
준우기획,과학·기술,전문 디자인,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 영화로86번길 29-3,미제공,미제공,미제공
수가정의학과의원,보건의료,의원,경기도,수원시 권선구,평동,경기도 수원시 권선구 서수원로47번길 11,미제공,미제공,미제공
으뜸교육,교육,일반 교육,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 효원로 381,미제공,미제공,미제공
세무사조민수사무소,과학·기술,회계·세무,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로 84,미제공,미제공,미제공
창금종합인테리어,과학·기술,전문 디자인,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 창룡대로 34,미제공,미제공,미제공
퀸스애비뉴,예술·스포츠,유원지·오락,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 아주로 37,미제공,미제공,미제공
쏠네일,수리·개인,이용·미용,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로 572,미제공,미제공,미제공
메이커,과학·기술,전문 디자인,경기도,수원시 팔달구,매교동,경기도 수원시 팔달구 행궁로 98,미제공,미제공,미제공
레이디핏,교육,기타 교육,경기도,수원시 영통구,영통1동,경기도 수원시 영통구 삼성로320번길 90,미제공,미제공,미제공
91COFFEE,음식,비알코올 ,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 행궁로26번길 4,미제공,미제공,미제공
월드당구장,예술·스포츠,스포츠 서비스,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 중부대로143번길 15,미제공,미제공,미제공
히든플레이스,음식,서양식,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로187번길 34,미제공,미제공,미제공
씽크체인지,수리·개인,기타 가정용품 수리,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 매영로39번길 8,미제공,미제공,미제공
알토란,수리·개인,욕탕·신체관리,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로102번길 15,미제공,미제공,미제공
주영광택,수리·개인,자동차 수리·세차,경기도,수원시 권선구,평동,경기도 수원시 권선구 평동로 140-3,미제공,미제공,미제공
신흥인포넷,수리·개인,컴퓨터 수리,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 수성로381번길 26-1,미제공,미제공,미제공
돈스조아,음식,한식,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로 65,미제공,미제공,미제공
미건종합건설,과학·기술,기술 서비스,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로900번길 3,미제공,미제공,미제공
금성정보통신,소매,가전·통신 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로 481,미제공,미제공,미제공
프리미엄락타이,소매,의약·화장품 소매,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 광교로 146,미제공,미제공,미제공
효니네일,수리·개인,이용·미용,경기도,수원시 장안구,율천동,경기도 수원시 장안구 율전로98번길 6-9,미제공,미제공,미제공
하늘하수구변기막힘수리고압세척,수리·개인,기타 가정용품 수리,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 세지로224번길 21,미제공,미제공,미제공
우리반찬가게,소매,식료품 소매,경기도,수원시 장안구,율천동,경기도 수원시 장안구 덕영대로417번길 45-2,미제공,미제공,미제공
조경디자인착한,과학·기술,기술 서비스,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로200번길 21,미제공,미제공,미제공
예솔노래연습장,예술·스포츠,유원지·오락,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 덕영대로1126번길 40,미제공,미제공,미제공
신도제일사무기,소매,안경·정밀기기 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로 57,미제공,미제공,미제공
GS25수원시티점,소매,종합 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로446번길 42,미제공,미제공,미제공
티씨지트레이서즈,소매,오락용품 소매,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 송원로 51,미제공,미제공,미제공
NC수원터미널리틀브렌,소매,섬유·의복·신발 소매,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 경수대로 270,미제공,미제공,미제공
메가마트삼성전자수원폴라리스홀매점,소매,종합 소매,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 삼성로 129,미제공,미제공,미제공
꽃밭,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 화서문로 65,미제공,미제공,미제공
옵티컬안테나,소매,안경·정밀기기 소매,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 106,미제공,미제공,미제공
훗스테이크,음식,서양식,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로466번길 59,미제공,미제공,미제공
부엉이푸드,소매,종합 소매,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권선로734번길 14,미제공,미제공,미제공
변호사김희명사무소,과학·기술,법무관련 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 40,미제공,미제공,미제공
GS25수원황골점,소매,종합 소매,경기도,수원시 영통구,영통1동,경기도 수원시 영통구 봉영로 1761,미제공,미제공,미제공
삼십칠점오미용실,수리·개인,이용·미용,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로149번길 121,미제공,미제공,미제공
법무법인오늘,과학·기술,법무관련 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 7-2,미제공,미제공,미제공
영차커뮤니케이션,과학·기술,광고,경기도,수원시 권선구,평동,경기도 수원시 권선구 세화로 44,미제공,미제공,미제공
안경을부탁해,소매,안경·정밀기기 소매,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로196번길 61,미제공,미제공,미제공
대림e편한세상공인중개사사무소,부동산,부동산 서비스,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 매봉로35번길 1,미제공,미제공,미제공
바른두레소비자생활협동조합천천점,소매,식료품 소매,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 덕영대로535번길 34,미제공,미제공,미제공
기룡공인중개사사무소,부동산,부동산 서비스,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 만석로159번길 39,미제공,미제공,미제공
장안돌판삼겹살,음식,한식,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로364번길 53,미제공,미제공,미제공
법무사도시현사무소,과학·기술,법무관련 ,경기도,수원시 영통구,원천동,경기도 수원시 영통구 월드컵로97번길 53-4,미제공,미제공,미제공
제이와이통신,소매,가전·통신 소매,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 덕영대로1126번길 54,미제공,미제공,미제공
순하이,과학·기술,광고,경기도,수원시 영통구,원천동,경기도 수원시 영통구 신원로250번길 13,미제공,미제공,미제공
삼미에프엔비,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,원천동,경기도 수원시 영통구 삼성로 253,미제공,미제공,미제공
솜씨좋은헤어샵,수리·개인,이용·미용,경기도,수원시 영통구,원천동,경기도 수원시 영통구 동수원로537번길 57,미제공,미제공,미제공
휴밍헤어,수리·개인,이용·미용,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 대학로 46,미제공,미제공,미제공
워시팡팡,수리·개인,세탁,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 세지로 45-1,미제공,미제공,미제공
세무법인청람북수원지점,과학·기술,회계·세무,경기도,수원시 장안구,조원2동,경기도 수원시 장안구 송원로 81,미제공,미제공,미제공
그래밍,과학·기술,광고,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 대학로 46,미제공,미제공,미제공
무대리축산,소매,식료품 소매,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 수성로157번길 49-5,미제공,미제공,미제공
파리바게트,음식,기타 간이,경기도,수원시 장안구,율천동,경기도 수원시 장안구 서부로 2135,미제공,미제공,미제공
매직렌탈,시설관리·임대,가정용품 대여,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 조원로112번길 2,미제공,미제공,미제공
윈플러스마트남부,소매,종합 소매,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로118번길 10-31,미제공,미제공,미제공
소매점양꼬치,음식,중식,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 고매로 13,미제공,미제공,미제공
한빛,과학·기술,기술 서비스,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 서둔로 261,미제공,미제공,미제공
레코브,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 124,미제공,미제공,미제공
수원붙임머리가발인스타샵케이위그,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로 45,미제공,미제공,미제공
뉴수원,음식,동남아시아,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 인계로 286,미제공,미제공,미제공
