bizesNm,indsLclsNm,indsMclsNm,sigunguNm,sigunguDetailNm,adongNm,rdnAdr,indsSclsNm,ctprvnNm,signguNm
베이핑고,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 화산로6번길 55,미제공,미제공,미제공
느티숲사회적협동조합,음식,기타 간이,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 매곡로 68,미제공,미제공,미제공
23번지남산돈까스,음식,서양식,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 864,미제공,미제공,미제공
스테이모노,숙박,일반 숙박,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 팔달로 20-1,미제공,미제공,미제공
생활맥주수원,음식,주점,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 대평로90번길 32,미제공,미제공,미제공
디딤파트너스,과학·기술,본사·경영 컨설팅,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 팔달문로130번길 69,미제공,미제공,미제공
샵아나헤어,수리·개인,이용·미용,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 송정로 64,미제공,미제공,미제공
세모맨,소매,오락용품 소매,경기도,수원시 권선구,평동,경기도 수원시 권선구 권선로 308-18,미제공,미제공,미제공
힐링노래연습장,예술·스포츠,유원지·오락,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 661-1,미제공,미제공,미제공
책방원룸,소매,오락용품 소매,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 권선로882번길 26-9,미제공,미제공,미제공
대근,음식,기타 간이,경기도,수원시 장안구,연무동,경기도 수원시 장안구 연무로13번길 84,미제공,미제공,미제공
동양수도전기,수리·개인,가전제품 수리,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 735,미제공,미제공,미제공
아이드블랑헤어수원,수리·개인,이용·미용,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 덕영대로1201번길 22,미제공,미제공,미제공
고빌리어드클럽,예술·스포츠,스포츠 서비스,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 권선로882번길 31-47,미제공,미제공,미제공
메가엠지씨커피수원국세청,음식,비알코올 ,경기도,수원시 장안구,파장동,경기도 수원시 장안구 경수대로 1110-12,미제공,미제공,미제공
노송노래연습장,예술·스포츠,유원지·오락,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 만석로 175,미제공,미제공,미제공
베이커리코너,음식,기타 간이,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로 232,미제공,미제공,미제공
덮덮밥수원,음식,한식,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 덕영대로1499번길 79,미제공,미제공,미제공
스테이이고,숙박,일반 숙박,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 신풍로23번길 51-10,미제공,미제공,미제공
이마트24인계노블클래스점,소매,종합 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로255번길 8,미제공,미제공,미제공
에어릭스전자담배수원,소매,가전·통신 소매,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로146번길 145,미제공,미제공,미제공
하우스크림,음식,서양식,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1613,미제공,미제공,미제공
새:로,수리·개인,기타 가정용품 수리,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 세지로198번길 13,미제공,미제공,미제공
멜리아,음식,비알코올 ,경기도,수원시 영통구,원천동,경기도 수원시 영통구 광교호수공원로 155,미제공,미제공,미제공
설레라뇨냐메단,음식,동남아시아,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 탑동로36번길 5-13,미제공,미제공,미제공
라홍방마라탕청점,음식,중식,경기도,수원시 장안구,조원2동,경기도 수원시 장안구 송원로 83,미제공,미제공,미제공
파파야라이브,음식,주점,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로108번길 39-4,미제공,미제공,미제공
에스텐다드,과학·기술,전문 디자인,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1612,미제공,미제공,미제공
블랑제이,시설관리·임대,가정용품 대여,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 조원로69번길 10-3,미제공,미제공,미제공
법무법인대청,과학·기술,법무관련 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 101,미제공,미제공,미제공
카페인사이드,음식,비알코올 ,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 광교로 145,미제공,미제공,미제공
밸턴,시설관리·임대,산업용품 대여,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 대학4로 17,미제공,미제공,미제공
또봉이통닭광교,음식,기타 간이,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 247,미제공,미제공,미제공
엠아이에치컨설팅,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로 102,미제공,미제공,미제공
다비드컨설팅,과학·기술,본사·경영 컨설팅,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 서수원로 361,미제공,미제공,미제공
플러스82,음식,비알코올 ,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로 12-1,미제공,미제공,미제공
퀀텀점프,과학·기술,광고,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로207번길 28,미제공,미제공,미제공
씨유수원북수소망점,소매,종합 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로886번길 7,미제공,미제공,미제공
경희수한의원,보건의료,의원,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1612,미제공,미제공,미제공
파스타입니다,음식,서양식,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 권중로76번길 9,미제공,미제공,미제공
대현축산,소매,식료품 소매,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡반정로65번길 19,미제공,미제공,미제공
돈치킨인계,음식,기타 간이,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권선로 753,미제공,미제공,미제공
서른즈음에,음식,주점,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로149번길 171-3,미제공,미제공,미제공
천애부,소매,식료품 소매,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 산남로 101-1,미제공,미제공,미제공
싼집,소매,종합 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 777,미제공,미제공,미제공
핑크팬더즈수원,예술·스포츠,스포츠 서비스,경기도,수원시 권선구,세류1동,경기도 수원시 권선구 세류로 18,미제공,미제공,미제공
인투피스,교육,기타 교육,경기도,수원시 장안구,연무동,경기도 수원시 장안구 연무로 23,미제공,미제공,미제공
불아더치킨수원,음식,기타 간이,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권선로 637,미제공,미제공,미제공
잔나비,음식,기타 간이,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 세류로 87,미제공,미제공,미제공
궁,수리·개인,욕탕·신체관리,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로124번길 14,미제공,미제공,미제공
슬로우우즈,음식,비알코올 ,경기도,수원시 팔달구,매교동,경기도 수원시 팔달구 향교로137번길 39,미제공,미제공,미제공
파머스,음식,비알코올 ,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 정조로1102번길 2,미제공,미제공,미제공
케이비지새마을,소매,시계·귀금속 소매,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 송정로 163,미제공,미제공,미제공
단성무이수원,음식,한식,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로35번길 19,미제공,미제공,미제공
아이즈원,수리·개인,이용·미용,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로94번길 49,미제공,미제공,미제공
바인피아노스튜디오,시설관리·임대,가정용품 대여,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 팔달문로130번길 69,미제공,미제공,미제공
키치인,음식,비알코올 ,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 대학1로64번길 1,미제공,미제공,미제공
투스네일,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 205,미제공,미제공,미제공
서호김밥,음식,기타 간이,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 수성로 175,미제공,미제공,미제공
궁전라이브,음식,주점,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 세권로 134,미제공,미제공,미제공
컴퓨터수리,수리·개인,컴퓨터 수리,경기도,수원시 영통구,망포1동,경기도 수원시 영통구 영통로 127,미제공,미제공,미제공
유영타악기스튜디오,교육,일반 교육,경기도,수원시 영통구,원천동,경기도 수원시 영통구 월드컵로 85,미제공,미제공,미제공
너울가지,과학·기술,본사·경영 컨설팅,경기도,수원시 장안구,파장동,경기도 수원시 장안구 이목로 17,미제공,미제공,미제공
씨알에스컴퓨터,소매,가전·통신 소매,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 아주로47번길 32,미제공,미제공,미제공
점핑블럭키즈카페,예술·스포츠,유원지·오락,경기도,수원시 영통구,원천동,경기도 수원시 영통구 중부대로448번길 106,미제공,미제공,미제공
장미빵집,음식,기타 간이,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 매탄로65번길 10-5,미제공,미제공,미제공
에낭,음식,기타 간이,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 화서문로45번길 29-12,미제공,미제공,미제공
킹코인노래연습장,예술·스포츠,유원지·오락,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로187번길 31,미제공,미제공,미제공
한식주점제일회관수원역,음식,주점,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로 52,미제공,미제공,미제공
트라이공인중개사사무소,부동산,부동산 서비스,경기도,수원시 장안구,율천동,경기도 수원시 장안구 서부로2105번길 12,미제공,미제공,미제공
웰빙당구클럽,예술·스포츠,스포츠 서비스,경기도,수원시 장안구,파장동,경기도 수원시 장안구 파장로 26,미제공,미제공,미제공
헬스카,소매,자동차 부품 소매,경기도,수원시 권선구,세류1동,경기도 수원시 권선구 세류로 32,미제공,미제공,미제공
카페연,음식,비알코올 ,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로 330,미제공,미제공,미제공
광발이,소매,식료품 소매,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 수성로245번길 40-27,미제공,미제공,미제공
이화악기,소매,기타 생활용품 소매,경기도,수원시 장안구,파장동,경기도 수원시 장안구 장안로458번길 52,미제공,미제공,미제공
모아스톤솔루션,과학·기술,본사·경영 컨설팅,경기도,수원시 장안구,파장동,경기도 수원시 장안구 이목로 17,미제공,미제공,미제공
육회뜨는밤,음식,한식,경기도,수원시 권선구,평동,경기도 수원시 권선구 삼천병마로1598번길 8,미제공,미제공,미제공
너드앤드너,음식,기타 간이,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로886번길 8,미제공,미제공,미제공
올데이피티,예술·스포츠,스포츠 서비스,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 중부대로 185,미제공,미제공,미제공
젠틀맨,수리·개인,이용·미용,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로758번길 18,미제공,미제공,미제공
엠제이컨설팅,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 덕영대로 1493,미제공,미제공,미제공
케이알엔모터스,소매,자동차 부품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로166번길 47-17,미제공,미제공,미제공
써니빌빌딩,시설관리·임대,시설관리,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 화양로24번길 46-2,미제공,미제공,미제공
화이트세탁소,수리·개인,세탁,경기도,수원시 장안구,연무동,경기도 수원시 장안구 연무로42번길 53,미제공,미제공,미제공
올레분식우만점,음식,기타 간이,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 중부대로223번길 71-3,미제공,미제공,미제공
타임체임버바이스템커피수원,음식,비알코올 ,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 수성로 175,미제공,미제공,미제공
노래하는소주클럽친구,음식,주점,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로219번길 36,미제공,미제공,미제공
왈츠인테리어,과학·기술,전문 디자인,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 234,미제공,미제공,미제공
레드우드하라힐즈,수리·개인,이용·미용,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 고화로 112-1,미제공,미제공,미제공
철길부산집수원,음식,한식,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴타운로 111,미제공,미제공,미제공
예일엔지니어링,과학·기술,기술 서비스,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로533번길 7,미제공,미제공,미제공
정원인테리어,과학·기술,전문 디자인,경기도,수원시 권선구,구운동,경기도 수원시 권선구 구운로14번길 39-10,미제공,미제공,미제공
불닭발땡초엽기떡볶이수원성대점,음식,기타 간이,경기도,수원시 장안구,율천동,경기도 수원시 장안구 서부로 2132,미제공,미제공,미제공
온유사진관,과학·기술,사진 촬영,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 영일로 5,미제공,미제공,미제공
미라클공인중개사사무소,부동산,부동산 서비스,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로506번길 17,미제공,미제공,미제공
재능열쇠,수리·개인,기타 가정용품 수리,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 세지로174번길 23-14,미제공,미제공,미제공
하전순대국,음식,한식,경기도,수원시 장안구,연무동,경기도 수원시 장안구 창훈로66번길 41,미제공,미제공,미제공
부리또인곡반점,음식,서양식,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로146번길 144-6,미제공,미제공,미제공
채움부동산공인중개사사무소,부동산,부동산 서비스,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 에듀타운로 102,미제공,미제공,미제공
철길부산집영통,음식,일식,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 매탄로100번길 25,미제공,미제공,미제공
에이치앤지,소매,가전·통신 소매,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 호매실로104번길 24-36,미제공,미제공,미제공
수원곱창,음식,한식,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 하탑로 17,미제공,미제공,미제공
파브노래연습장,예술·스포츠,유원지·오락,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 725,미제공,미제공,미제공
스프레딩센트컴퍼니,소매,의약·화장품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 향교로 160,미제공,미제공,미제공
중국식품,소매,종합 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로20번길 22-1,미제공,미제공,미제공
이우컨설팅,교육,일반 교육,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 화양로67번길 10,미제공,미제공,미제공
보배반점광교포레나점,음식,중식,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교호수공원로 300,미제공,미제공,미제공
보유,교육,기타 교육,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 화서문로71번길 20-7,미제공,미제공,미제공
씨유영통대우동신점,소매,종합 소매,경기도,수원시 영통구,영통1동,경기도 수원시 영통구 영통로 460,미제공,미제공,미제공
행운음식점,음식,기타 간이,경기도,수원시 권선구,구운동,경기도 수원시 권선구 구운로 40,미제공,미제공,미제공
김대현수원245타운카,시설관리·임대,운송장비 대여,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 광교중앙로 145,미제공,미제공,미제공
호두담,소매,식료품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 수원천로 367-1,미제공,미제공,미제공
지에스25수원KCC몰,소매,종합 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로134번길 31,미제공,미제공,미제공
인생감자탕수원,음식,한식,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로94번길 39-22,미제공,미제공,미제공
바다동태탕,과학·기술,본사·경영 컨설팅,경기도,수원시 권선구,평동,경기도 수원시 권선구 산업로 198,미제공,미제공,미제공
디에이필라테스,교육,기타 교육,경기도,수원시 영통구,망포2동,경기도 수원시 영통구 덕영대로 1478,미제공,미제공,미제공
패션월드,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로 911,미제공,미제공,미제공
주원부동산공인중개사사무소,부동산,부동산 서비스,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 장안로 290-3,미제공,미제공,미제공
더휴식아늑수원,숙박,일반 숙박,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로94번길 29,미제공,미제공,미제공
화니크린,시설관리·임대,청소·방제,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 경수대로235번길 62-13,미제공,미제공,미제공
뉴젠모터스,수리·개인,자동차 수리·세차,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 금호로 188,미제공,미제공,미제공
심미경인계동,음식,한식,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로138번길 25,미제공,미제공,미제공
명가,수리·개인,욕탕·신체관리,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 매탄로 102,미제공,미제공,미제공
청년치킨,음식,기타 간이,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 송정로 55,미제공,미제공,미제공
께끼뱅크서둔동점,소매,종합 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 상탑로 129,미제공,미제공,미제공
솔메드테크,과학·기술,본사·경영 컨설팅,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 호매실로90번길 76,미제공,미제공,미제공
세진카정비센타,수리·개인,자동차 수리·세차,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 화양로47번길 2,미제공,미제공,미제공
블럭팡수원라,시설관리·임대,가정용품 대여,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡반정로 160,미제공,미제공,미제공
살롱비건헤어,수리·개인,이용·미용,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 호매실로90번길 98,미제공,미제공,미제공
샤이니브로우,수리·개인,이용·미용,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 덕영대로697번길 70,미제공,미제공,미제공
나름,소매,의약·화장품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로 140,미제공,미제공,미제공
나루beauty,소매,의약·화장품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로 278,미제공,미제공,미제공
아이스박스,소매,종합 소매,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 권중로 110,미제공,미제공,미제공
애플노래,음식,주점,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로94번길 39-17,미제공,미제공,미제공
론썸헤이드영통역점,수리·개인,이용·미용,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명남로 44,미제공,미제공,미제공
서하스마트몰,교육,기타 교육,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로 25,미제공,미제공,미제공
변호사김태형법률사무소,과학·기술,법무관련 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 7-2,미제공,미제공,미제공
카맥스광택,수리·개인,자동차 수리·세차,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로793번길 89-8,미제공,미제공,미제공
만취,음식,한식,경기도,수원시 장안구,율천동,경기도 수원시 장안구 화산로233번길 38,미제공,미제공,미제공
태영서희,시설관리·임대,청소·방제,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로446번길 62,미제공,미제공,미제공
이리제,음식,기타 간이,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 영일로 8,미제공,미제공,미제공
아바바헤어,수리·개인,이용·미용,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로 126,미제공,미제공,미제공
훈샘의늘리고벌리자,수리·개인,욕탕·신체관리,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 권중로 136,미제공,미제공,미제공
장스,수리·개인,가전제품 수리,경기도,수원시 팔달구,지동,경기도 수원시 팔달구 팔달문로115번길 42,미제공,미제공,미제공
하늘,예술·스포츠,스포츠 서비스,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 106,미제공,미제공,미제공
성국,예술·스포츠,스포츠 서비스,경기도,수원시 장안구,율천동,경기도 수원시 장안구 서부로2106번길 22,미제공,미제공,미제공
계경순대국광교월드마크점,음식,한식,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴타운로 107,미제공,미제공,미제공
밸런스짐PT헬스,예술·스포츠,스포츠 서비스,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로166번길 25,미제공,미제공,미제공
브르티요가,교육,기타 교육,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 경수대로 935,미제공,미제공,미제공
한상예감,음식,한식,경기도,수원시 권선구,구운동,경기도 수원시 권선구 구운로 33,미제공,미제공,미제공
양가네명품갈비찜,음식,한식,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권선로 731,미제공,미제공,미제공
돌섬낙지,음식,한식,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 경수대로338번길 32,미제공,미제공,미제공
마리네일,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로196번길 67,미제공,미제공,미제공
럭키로또,예술·스포츠,유원지·오락,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 장다리로233번길 23,미제공,미제공,미제공
덕산푸드,음식,기타 간이,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권선로640번길 11,미제공,미제공,미제공
한큐당구장,예술·스포츠,스포츠 서비스,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 팔달문로163번길 39,미제공,미제공,미제공
호야네포차,음식,한식,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 송정로187번길 55,미제공,미제공,미제공
한우마을정육식당,소매,식료품 소매,경기도,수원시 장안구,파장동,경기도 수원시 장안구 장안로 368,미제공,미제공,미제공
권기면관,음식,한식,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로 80,미제공,미제공,미제공
923뷰티룸,수리·개인,이용·미용,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 매탄로 102,미제공,미제공,미제공
온아에스테틱,수리·개인,이용·미용,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로 25,미제공,미제공,미제공
보일러설치/AS,수리·개인,가전제품 수리,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로105번길 14-4,미제공,미제공,미제공
산티아고순례길,시설관리·임대,여행사·보조,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로466번길 58,미제공,미제공,미제공
이명호법무사사무소,과학·기술,법무관련 ,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 고매로 4,미제공,미제공,미제공
빙수고래,음식,비알코올 ,경기도,수원시 영통구,원천동,경기도 수원시 영통구 광교중앙로25번길 106,미제공,미제공,미제공
호아면,음식,한식,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1620,미제공,미제공,미제공
리모하우스,숙박,일반 숙박,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 창룡대로 75-14,미제공,미제공,미제공
무무꽃,소매,식물 소매,경기도,수원시 영통구,원천동,경기도 수원시 영통구 동수원로 553,미제공,미제공,미제공
리데레홈케어,소매,철물·건설자재 소매,경기도,수원시 영통구,원천동,경기도 수원시 영통구 중부대로448번길 97,미제공,미제공,미제공
티나미용실,수리·개인,이용·미용,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴타운로 107,미제공,미제공,미제공
예쁘다헤어,수리·개인,이용·미용,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 경수대로293번길 6-5,미제공,미제공,미제공
늘그린스킨,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로196번길 67,미제공,미제공,미제공
까망래쉬,소매,의약·화장품 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로 923-10,미제공,미제공,미제공
달빛노래,음식,주점,경기도,수원시 장안구,영화동,경기도 수원시 장안구 정조로934번길 8,미제공,미제공,미제공
이레헤어퀸,수리·개인,이용·미용,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로58번길 21,미제공,미제공,미제공
과일에반하다프루타,음식,비알코올 ,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 영일로6번길 49,미제공,미제공,미제공
한움세무회계사무소,과학·기술,회계·세무,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 경수대로604번길 5,미제공,미제공,미제공
베이핑고,소매,섬유·의복·신발 소매,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 경수대로973번길 13-4,미제공,미제공,미제공
싸이트,부동산,부동산 서비스,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 탑동로 48,미제공,미제공,미제공
웰러스짐,예술·스포츠,스포츠 서비스,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 팔달로99번길 62,미제공,미제공,미제공
리타임뷰티,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로196번길 67,미제공,미제공,미제공
평동골프존시식,음식,한식,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 895-1,미제공,미제공,미제공
카펜디CAFENDI,음식,비알코올 ,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로138번길 8,미제공,미제공,미제공
인비전엑스마케팅,과학·기술,광고,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로124번길 27-10,미제공,미제공,미제공
한성,숙박,일반 숙박,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 권선로381번길 13,미제공,미제공,미제공
다인,소매,종합 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로 278,미제공,미제공,미제공
명품수선,수리·개인,기타 가정용품 수리,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 덕영대로1207번길 46-5,미제공,미제공,미제공
간식이최고,음식,기타 간이,경기도,수원시 영통구,매탄1동,경기도 수원시 영통구 매여울로53번길 46-2,미제공,미제공,미제공
정도인테리어,과학·기술,전문 디자인,경기도,수원시 팔달구,지동,경기도 수원시 팔달구 세지로 373-3,미제공,미제공,미제공
강남모밀무이수원,음식,한식,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로 211,미제공,미제공,미제공
공가네,음식,한식,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 경수대로54번길 99-5,미제공,미제공,미제공
리틀커피하우스,음식,비알코올 ,경기도,수원시 장안구,연무동,경기도 수원시 장안구 광교산로378번길 54,미제공,미제공,미제공
디에스아이원,소매,종합 소매,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡반정로 137,미제공,미제공,미제공
뷰티플러스,소매,기타 생활용품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로 278,미제공,미제공,미제공
미래드림타운C동,숙박,기타 숙박,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 덕영대로1483번길 97,미제공,미제공,미제공
차프로통돼지,음식,한식,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 삼성로 210,미제공,미제공,미제공
스이센광교,음식,일식,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴파크로127번길 80-14,미제공,미제공,미제공
나무스튜디오,과학·기술,전문 디자인,경기도,수원시 영통구,원천동,경기도 수원시 영통구 신원로250번길 13,미제공,미제공,미제공
오시오부대찌개북,음식,한식,경기도,수원시 장안구,파장동,경기도 수원시 장안구 경수대로 1131,미제공,미제공,미제공
디오,소매,의약·화장품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 878,미제공,미제공,미제공
피부이야기,수리·개인,이용·미용,경기도,수원시 팔달구,매교동,경기도 수원시 팔달구 매산로92번길 11,미제공,미제공,미제공
